Date,Region,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2022-10-11,JPN,327128848,104269142,102914332,119945374
2022-10-11,KAZ,,10837967,10597464,
2022-10-11,KEN,,,,
2022-10-11,KGZ,3275084,1609291,1344295,
2022-10-11,KHM,,,,
2022-10-11,KIR,,,,
2022-10-11,KNA,,,,
2022-10-11,KOR,129399779,44752214,44331646,41106295
2022-10-11,KWT,8219531,3446004,3338272,1435255
2022-10-11,LBN,,,,
2022-10-11,LBR,,,,
2022-10-11,LBY,,,,
2022-10-11,LCA,,,,
2022-10-11,LIE,,,,
2022-10-11,LKA,,,,
2022-10-11,LSO,,,,
2022-10-11,LTU,4506377,1955474,1879015,940155
2022-10-11,LUX,1351636,481726,,436708
2022-10-11,MAC,,,,
2022-10-11,MAR,55292904,25006334,23503651,
2022-10-11,MDA,,,,
2022-10-11,MDG,,,,
2022-10-11,MDV,,,,
2022-10-11,MKD,,,,
2022-10-11,MLI,,,,
2022-10-11,MLT,1335816,478100,470950,
2022-10-11,MMR,,,,
2022-10-11,MOZ,,,,
2022-10-11,MRT,,,,
2022-10-11,MSR,,,,
2022-10-11,MUS,,,,
2022-10-11,MWI,,,,
2022-10-11,MYS,72176201,28111406,27522945,16760065
2022-10-11,NAM,,,,
2022-10-11,NCL,,,,
2022-10-11,NER,,,,
2022-10-11,NGA,,,,
2022-10-11,NIC,,,,
2022-10-11,NIU,,,,
2022-10-11,NLD,,,,
2022-10-11,NOR,12030805,4346282,4053756,3630767
2022-10-11,NPL,,,,
2022-10-11,NRU,,,,
2022-10-11,NZL,11795371,4297536,4133616,3364219
2022-10-11,OMN,,,,
2022-10-11,PAK,298025656,139443281,,45222280
2022-10-11,PAN,,,,
2022-10-11,PER,84800560,29919005,28276068,26605487
2022-10-11,PHL,,,,
2022-10-11,PNG,,,,
2022-10-11,POL,57068747,22792497,22565802,14538858
2022-10-11,PRT,,,,
2022-10-11,PRY,,,,
2022-10-11,PSE,,,,
2022-10-11,PYF,,,,
2022-10-11,QAT,7538182,2825344,2825344,1887494
2022-10-11,ROU,,,,
2022-10-11,RUS,,,,
2022-10-11,RWA,,,,
2022-10-11,SAU,,,,
2022-10-11,SDN,,,,
2022-10-11,SEN,,,,
2022-10-11,SGP,14707365,5135798,5091617,4424136
2022-10-11,SLB,,,,
2022-10-11,SLE,,,,
2022-10-11,SOM,7198588,6203372,5002737,
2022-10-11,SSD,,,,
2022-10-11,STP,,,,
2022-10-11,SWE,,,,
2022-10-11,SWZ,,,,
2022-10-11,SXM,,,,
2022-10-11,SYC,,,,
2022-10-11,SYR,,,,
2022-10-11,TCA,,,,
2022-10-11,TCD,,,,
2022-10-11,TGO,,,,
2022-10-11,TJK,,,,
2022-10-11,TKL,,,,
2022-10-11,TKM,,,,
2022-10-11,TLS,1836347,856259,753776,226312
2022-10-11,TON,,,,
2022-10-11,TUN,13149434,7208922,6383981,1247709
2022-10-11,TUR,152381745,57931643,53165778,41284324
2022-10-11,TUV,,,,
2022-10-11,TZA,,,,
2022-10-11,UGA,,,,
2022-10-11,UKR,,,,
2022-10-11,URY,8765406,3008764,2900608,2856034
2022-10-11,USA,633550560,265051698,226997123,
2022-10-11,UZB,,,,
2022-10-11,VCT,,,,
2022-10-11,VEN,,,,
2022-10-11,VNM,,,,
2022-10-11,VUT,,,,
2022-10-11,WLF,,,,
2022-10-11,WSM,,,,
2022-10-11,YEM,,,,
2022-10-11,ZAF,37685885,22347592,19418797,3755571
2022-10-11,ZMB,,,,
2022-10-12,ABW,,,,
2022-10-12,AFG,,,,
2022-10-12,AGO,,,,
2022-10-12,AIA,,,,
2022-10-12,ALB,,,,
2022-10-12,AND,,,,
2022-10-12,ARG,109951056,41361922,34752176,31051287
2022-10-12,ARM,,,,
2022-10-12,AUS,,,,
2022-10-12,AUT,,,,
2022-10-12,BDI,,,,
2022-10-12,BEL,28403460,9254424,9158773,10514862
2022-10-12,BEN,,,,
2022-10-12,BFA,,,,
2022-10-12,BGD,,,,
2022-10-12,BGR,,,,
2022-10-12,BHR,,,,
2022-10-12,BHS,,,,
2022-10-12,BLR,,,,
2022-10-12,BLZ,,,,
2022-10-12,BRA,,,,
2022-10-12,BRB,,,,
2022-10-12,BRN,,,,
2022-10-12,BTN,,,,
2022-10-12,BWA,,,,
2022-10-12,CAF,,,,
2022-10-12,CAN,91011332,33487681,31604012,25919639
2022-10-12,CHE,16091273,6092991,,4104955
2022-10-12,CHL,62436808,18072623,17683506,27255395
2022-10-12,CHN,3437851000,,1271711000,807832000
2022-10-12,CIV,,,,
2022-10-12,CMR,,,,
2022-10-12,COD,,,,
2022-10-12,COK,,,,
2022-10-12,COL,,,,
2022-10-12,CRI,,,,
2022-10-12,CUB,42172341,10706428,9995074,8601680
2022-10-12,CUW,,,,
2022-10-12,CYM,,,,
2022-10-12,CYP,,,,
2022-10-12,CZE,18197944,6975055,6890432,4743780
2022-10-12,DEU,186715665,64822619,63508887,60546512
2022-10-12,DJI,,,,
2022-10-12,DNK,,,,
2022-10-12,DOM,,,,
2022-10-12,ECU,,,,
2022-10-12,EGY,,,,
2022-10-12,ESP,,,,
2022-10-12,EST,2062094,867270,859694,551835
2022-10-12,ETH,,,,
2022-10-12,FIN,,,,
2022-10-12,FJI,,,,
2022-10-12,FRA,150375724,54608210,53103969,43745748
2022-10-12,GAB,,,,
2022-10-12,GEO,,,,
2022-10-12,GHA,,,,
2022-10-12,GIB,,,,
2022-10-12,GIN,,,,
2022-10-12,GMB,,,,
2022-10-12,GNB,,,,
2022-10-12,GRC,21507436,7929101,7639266,6516937
2022-10-12,GRD,,,,
2022-10-12,GTM,,,,
2022-10-12,GUY,,,,
2022-10-12,HKG,19647137,6881156,6719735,6046246
2022-10-12,HND,,,,
2022-10-12,HRV,5313168,2318815,2248987,
2022-10-12,HTI,,,,
2022-10-12,HUN,,,,
2022-10-12,IDN,,,,
2022-10-12,IND,2191338497,1026581890,949149582,215607025
2022-10-12,IRL,11076586,4105647,4060465,3151769
2022-10-12,IRN,,,58464156,
2022-10-12,IRQ,19299829,11181117,7866129,252583
2022-10-12,ISR,18285692,6721101,6157130,5407461
2022-10-12,ITA,141289672,50915758,47928690,43955627
2022-10-12,JAM,,,,
2022-10-12,JPN,327302851,104270159,102915594,120117098
2022-10-12,KAZ,,,,
2022-10-12,KEN,,,,
2022-10-12,KGZ,,,,
2022-10-12,KHM,,,,
2022-10-12,KIR,,,,
2022-10-12,KNA,,,,
2022-10-12,KOR,129405527,44752405,44331967,41111538
2022-10-12,KWT,,,,
2022-10-12,LBN,,,,
2022-10-12,LBR,,,,
2022-10-12,LBY,,,,
2022-10-12,LCA,,,,
2022-10-12,LIE,71705,26758,,19543
2022-10-12,LKA,40008219,17132251,14693728,8182240
2022-10-12,LSO,,,,
2022-10-12,LTU,4506952,1955504,1879045,940209
2022-10-12,LUX,1352096,481727,,437161
2022-10-12,MAC,,,,
2022-10-12,MAR,,,,
2022-10-12,MDA,,,,
2022-10-12,MDG,,,,
2022-10-12,MDV,,,,
2022-10-12,MKD,,,,
2022-10-12,MLI,,,,
2022-10-12,MLT,1335867,478118,470962,
2022-10-12,MMR,,,,
2022-10-12,MOZ,,,,
2022-10-12,MRT,,,,
2022-10-12,MSR,,,,
2022-10-12,MUS,,,,
2022-10-12,MWI,,,,
2022-10-12,MYS,72177707,28111510,27523121,16761291
2022-10-12,NAM,,,,
2022-10-12,NCL,,,,
2022-10-12,NER,,,,
2022-10-12,NGA,,,,
2022-10-12,NIC,,,,
2022-10-12,NIU,,,,
2022-10-12,NLD,,,,
2022-10-12,NOR,12037804,4346321,4053800,3637683
2022-10-12,NPL,,,,
2022-10-12,NRU,,,,
2022-10-12,NZL,11798252,4297573,4133725,3366954
2022-10-12,OMN,,,,
2022-10-12,PAK,298141584,139448252,,45321378
2022-10-12,PAN,,,,
2022-10-12,PER,84824436,29922790,28277512,26624134
2022-10-12,PHL,,,,
2022-10-12,PNG,,,,
2022-10-12,POL,57097426,22792824,22566155,14566940
2022-10-12,PRT,,,,
2022-10-12,PRY,,,,
2022-10-12,PSE,,,,
2022-10-12,PYF,,,,
2022-10-12,QAT,,,,
2022-10-12,ROU,,,,
2022-10-12,RUS,178944598,85364255,77303623,18515514
2022-10-12,RWA,,,,
2022-10-12,SAU,,,,
2022-10-12,SDN,,,,
2022-10-12,SEN,,,,
2022-10-12,SGP,14708472,5135896,5091742,4425019
2022-10-12,SLB,,,,
2022-10-12,SLE,,,,
2022-10-12,SOM,,,,
2022-10-12,SSD,,,,
2022-10-12,STP,,,,
2022-10-12,SWE,,,,
2022-10-12,SWZ,,,,
2022-10-12,SXM,,,,
2022-10-12,SYC,,,,
2022-10-12,SYR,,,,
2022-10-12,TCA,,,,
2022-10-12,TCD,,,,
2022-10-12,TGO,,,,
2022-10-12,TJK,,,,
2022-10-12,TKL,,,,
2022-10-12,TKM,,,,
2022-10-12,TLS,,,,
2022-10-12,TON,,,,
2022-10-12,TUN,,,,
2022-10-12,TUR,,,,
2022-10-12,TUV,,,,
2022-10-12,TZA,,,,
2022-10-12,UGA,,,,
2022-10-12,UKR,,,,
2022-10-12,URY,8765635,3008788,2900629,2856218
2022-10-12,USA,634374623,265126257,227056867,
2022-10-12,UZB,,,,
2022-10-12,VCT,,,,
2022-10-12,VEN,,,,
2022-10-12,VNM,,,,
2022-10-12,VUT,,,,
2022-10-12,WLF,,,,
2022-10-12,WSM,,,,
2022-10-12,YEM,,,,
2022-10-12,ZAF,37692917,22350336,19421657,3758265
2022-10-12,ZMB,,,,
2022-10-13,ABW,173582,89888,83694,
2022-10-13,AFG,,,,
2022-10-13,AGO,,,,
2022-10-13,AIA,,,,
2022-10-13,ALB,,,,
2022-10-13,AND,,,,
2022-10-13,ARG,109965266,41363255,34753382,31062373
2022-10-13,ARM,,,,
2022-10-13,AUS,,,,
2022-10-13,AUT,,,,
2022-10-13,BDI,,,,
2022-10-13,BEL,28491473,9254563,9158884,10602653
2022-10-13,BEN,,,,
2022-10-13,BFA,,,,
2022-10-13,BGD,,,,
2022-10-13,BGR,4564195,,2072560,
2022-10-13,BHR,3472274,1240726,1226208,1005340
2022-10-13,BHS,,,,
2022-10-13,BLR,,,,
2022-10-13,BLZ,,,,
2022-10-13,BRA,473081170,187385383,172318697,118811893
2022-10-13,BRB,,,,
2022-10-13,BRN,,,,
2022-10-13,BTN,,,,
2022-10-13,BWA,,,,
2022-10-13,CAF,,,,
2022-10-13,CAN,91225877,33509878,31608408,26107591
2022-10-13,CHE,16112327,6093023,,4125234
2022-10-13,CHL,62441960,18072831,17683792,27260053
2022-10-13,CHN,3437961000,,,
2022-10-13,CIV,,,,
2022-10-13,CMR,,,,
2022-10-13,COD,,,,
2022-10-13,COK,,,,
2022-10-13,COL,,,,
2022-10-13,CRI,,,,
2022-10-13,CUB,42193708,10706856,9995399,8606696
2022-10-13,CUW,255830,108515,99885,47430
2022-10-13,CYM,,,,
2022-10-13,CYP,,,,
2022-10-13,CZE,18214435,6975148,6890529,4760082
2022-10-13,DEU,186861310,64823771,63510138,60669138
2022-10-13,DJI,,,,
2022-10-13,DNK,,,,
2022-10-13,DOM,16061216,7286146,6051973,2475662
2022-10-13,ECU,,,,
2022-10-13,EGY,,,,
2022-10-13,ESP,95804542,41310693,40657640,26000111
2022-10-13,EST,2063127,867300,859723,552852
2022-10-13,ETH,,,,
2022-10-13,FIN,12863230,,4343691,3997243
2022-10-13,FJI,,,,
2022-10-13,FRA,150419651,54608837,53104792,43788230
2022-10-13,GAB,,,,
2022-10-13,GEO,2930677,1654504,1276173,
2022-10-13,GHA,,,,
2022-10-13,GIB,,,,
2022-10-13,GIN,,,,
2022-10-13,GMB,,,,
2022-10-13,GNB,,,,
2022-10-13,GRC,21521240,7929160,7639319,6530632
2022-10-13,GRD,,,,
2022-10-13,GTM,,,,
2022-10-13,GUY,,,,
2022-10-13,HKG,19658557,6881651,6720902,6056004
2022-10-13,HND,,,,
2022-10-13,HRV,5315060,2318853,2249019,
2022-10-13,HTI,,,,
2022-10-13,HUN,,,,
2022-10-13,IDN,,,,
2022-10-13,IND,,,,
2022-10-13,IRL,11077598,4105707,4060488,3152698
2022-10-13,IRN,,,,
2022-10-13,IRQ,,,,
2022-10-13,ISR,18289728,6721118,6157146,5411464
2022-10-13,ITA,141354328,50916071,47928893,44020282
2022-10-13,JAM,,,,
2022-10-13,JPN,327469391,104270765,102916736,120281890
2022-10-13,KAZ,,,,
2022-10-13,KEN,,,,
2022-10-13,KGZ,3278667,1610431,1344845,
2022-10-13,KHM,,,,
2022-10-13,KIR,,,,
2022-10-13,KNA,,,,
2022-10-13,KOR,129411990,44752593,44332308,41117478
2022-10-13,KWT,,,,
2022-10-13,LBN,,,,
2022-10-13,LBR,,,,
2022-10-13,LBY,,,,
2022-10-13,LCA,,,,
2022-10-13,LIE,71958,26759,,19792
2022-10-13,LKA,,,,
2022-10-13,LSO,,,,
2022-10-13,LTU,4507859,1955540,1879076,940314
2022-10-13,LUX,1352714,481729,,437770
2022-10-13,MAC,,,,
2022-10-13,MAR,,,,
2022-10-13,MDA,,,,
2022-10-13,MDG,,,,
2022-10-13,MDV,,,,
2022-10-13,MKD,,,,
2022-10-13,MLI,,,,
2022-10-13,MLT,1335898,478128,470965,
2022-10-13,MMR,,,,
2022-10-13,MOZ,,,,
2022-10-13,MRT,,,,
2022-10-13,MSR,,,,
2022-10-13,MUS,,,,
2022-10-13,MWI,,,,
2022-10-13,MYS,72179566,28111688,27523406,16762687
2022-10-13,NAM,,,,
2022-10-13,NCL,,,,
2022-10-13,NER,,,,
2022-10-13,NGA,,,,
2022-10-13,NIC,,,,
2022-10-13,NIU,,,,
2022-10-13,NLD,,,,
2022-10-13,NOR,12044142,4346346,4053827,3643969
2022-10-13,NPL,,,,
2022-10-13,NRU,,,,
2022-10-13,NZL,11801099,4297616,4133840,3369643
2022-10-13,OMN,,,,
2022-10-13,PAK,298250512,139452737,,45414758
2022-10-13,PAN,,,,
2022-10-13,PER,84848492,29926286,28278863,26643343
2022-10-13,PHL,167252222,77931484,73362164,20261137
2022-10-13,PNG,,,,
2022-10-13,POL,57124660,22793095,22566512,14593622
2022-10-13,PRT,,,,
2022-10-13,PRY,,,,
2022-10-13,PSE,,,,
2022-10-13,PYF,,,,
2022-10-13,QAT,,,,
2022-10-13,ROU,,,,
2022-10-13,RUS,179202586,85406305,77321901,18713174
2022-10-13,RWA,,,,
2022-10-13,SAU,,,,
2022-10-13,SDN,,,,
2022-10-13,SEN,,,,
2022-10-13,SGP,14709538,5135996,5091868,4425857
2022-10-13,SLB,,,,
2022-10-13,SLE,,,,
2022-10-13,SOM,,,,
2022-10-13,SSD,,,,
2022-10-13,STP,,,,
2022-10-13,SWE,,,,
2022-10-13,SWZ,,,,
2022-10-13,SXM,,,,
2022-10-13,SYC,,,,
2022-10-13,SYR,,,,
2022-10-13,TCA,,,,
2022-10-13,TCD,,,,
2022-10-13,TGO,,,,
2022-10-13,TJK,,,,
2022-10-13,TKL,,,,
2022-10-13,TKM,,,,
2022-10-13,TLS,,,,
2022-10-13,TON,,,,
2022-10-13,TUN,,,,
2022-10-13,TUR,152396067,57932348,53166520,41297199
2022-10-13,TUV,,,,
2022-10-13,TZA,,,,
2022-10-13,UGA,,,,
2022-10-13,UKR,,,,
2022-10-13,URY,8765785,3008801,2900640,2856344
2022-10-13,USA,635159624,265198009,227113758,
2022-10-13,UZB,,,,
2022-10-13,VCT,,,,
2022-10-13,VEN,,,,
2022-10-13,VNM,260375471,90028108,84393196,
2022-10-13,VUT,,,,
2022-10-13,WLF,,,,
2022-10-13,WSM,,,,
2022-10-13,YEM,,,,
2022-10-13,ZAF,,,,
2022-10-13,ZMB,,,,
2022-10-14,ABW,173591,89891,83700,
2022-10-14,AFG,,,,
2022-10-14,AGO,,,,
2022-10-14,AIA,,,,
2022-10-14,ALB,,,,
2022-10-14,AND,,,,
2022-10-14,ARG,109979883,41364643,34754652,31073801
2022-10-14,ARM,,,,
2022-10-14,AUS,,,,
2022-10-14,AUT,19621776,6891902,6674789,5361690
2022-10-14,BDI,,,,
2022-10-14,BEL,28560925,9254678,9158959,10671958
2022-10-14,BEN,,,,
2022-10-14,BFA,,,,
2022-10-14,BGD,,,,
2022-10-14,BGR,4565704,,2072629,
2022-10-14,BHR,3472344,1240733,1226215,1005396
2022-10-14,BHS,,,,
2022-10-14,BLR,,,,
2022-10-14,BLZ,501100,251286,220701,50947
2022-10-14,BRA,473081511,187385383,172319038,118811893
2022-10-14,BRB,380666,163707,154789,62170
2022-10-14,BRN,,,,
2022-10-14,BTN,,,,
2022-10-14,BWA,,,,
2022-10-14,CAF,,,,
2022-10-14,CAN,91289781,33525249,31609778,26154754
2022-10-14,CHE,16136714,6093065,,4148645
2022-10-14,CHL,62449258,18073123,17684131,27266720
2022-10-14,CHN,3438086000,,,
2022-10-14,CIV,,,,
2022-10-14,CMR,,,,
2022-10-14,COD,,,,
2022-10-14,COK,,,,
2022-10-14,COL,89015414,42804486,36725822,14226071
2022-10-14,CRI,12112439,4480428,4216761,2623652
2022-10-14,CUB,42204599,10707094,9995601,8608650
2022-10-14,CUW,255836,108519,99886,47431
2022-10-14,CYM,,,,
2022-10-14,CYP,,,,
2022-10-14,CZE,18235444,6975294,6890671,4780823
2022-10-14,DEU,186988423,64825471,63511227,60774573
2022-10-14,DJI,,,,
2022-10-14,DNK,14082691,4744654,4709524,3598195
2022-10-14,DOM,16063153,7286204,6052407,2476372
2022-10-14,ECU,,,,
2022-10-14,EGY,,,,
2022-10-14,ESP,,,,
2022-10-14,EST,2064300,867327,859751,554006
2022-10-14,ETH,,,,
2022-10-14,FIN,,,,
2022-10-14,FJI,,,,
2022-10-14,FRA,150474027,54609598,53105866,43840772
2022-10-14,GAB,,,,
2022-10-14,GHA,,,,
2022-10-14,GIB,,,,
2022-10-14,GIN,,,,
2022-10-14,GMB,,,,
2022-10-14,GNB,,,,
2022-10-14,GRC,21532934,7929205,7639371,6542234
2022-10-14,GRD,,,,
2022-10-14,GTM,19769935,8819427,6938221,4012287
2022-10-14,GUY,,,,
2022-10-14,HKG,19672344,6882356,6722629,6067359
2022-10-14,HND,,,,
2022-10-14,HRV,5316863,2318946,2249095,
2022-10-14,HTI,476304,365708,224853,
2022-10-14,HUN,,,,
2022-10-14,IDN,,,,
2022-10-14,IND,2192191132,1026621971,949304081,216265080
2022-10-14,IRL,11078197,4105796,4060609,3153087
2022-10-14,IRN,,,,
2022-10-14,IRQ,,,,
2022-10-14,ISR,18291053,6721124,6157153,5412776
2022-10-14,ITA,141418658,50916324,47929111,44084571
2022-10-14,JAM,,,,
2022-10-14,JPN,327808721,104272949,102918681,120617091
2022-10-14,KAZ,,,,
2022-10-14,KEN,,,,
2022-10-14,KGZ,3280572,1611015,1345150,
2022-10-14,KHM,,15207117,14564924,10242891
2022-10-14,KIR,,,,
2022-10-14,KNA,,,,
2022-10-14,KOR,129421632,44752979,44333172,41125869
2022-10-14,KWT,,,,
2022-10-14,LBN,,,,
2022-10-14,LBR,,,,
2022-10-14,LBY,,,,
2022-10-14,LCA,,,,7860
2022-10-14,LIE,71958,26759,,19797
2022-10-14,LKA,,,,
2022-10-14,LSO,,,,
2022-10-14,LTU,4508858,1955561,1879100,940435
2022-10-14,LUX,1353513,481743,,438540
2022-10-14,MAC,,,,
2022-10-14,MAR,,,,
2022-10-14,MDA,,,,
2022-10-14,MDG,,,,
2022-10-14,MDV,,,,
2022-10-14,MKD,,,,
2022-10-14,MLI,,,,
2022-10-14,MLT,1335951,478144,470978,
2022-10-14,MMR,,,,
2022-10-14,MOZ,,,,
2022-10-14,MRT,,,,
2022-10-14,MSR,,,,
2022-10-14,MUS,,,,
2022-10-14,MWI,,,,
2022-10-14,MYS,72181501,28111949,27523914,16763862
2022-10-14,NAM,,,,
2022-10-14,NCL,,,,
2022-10-14,NER,,,,
2022-10-14,NGA,,,,
2022-10-14,NIC,11867540,6090477,5777063,
2022-10-14,NIU,,,,
2022-10-14,NLD,37451454,12574161,11762028,9247467
2022-10-14,NOR,12047280,4346370,4053867,3647043
2022-10-14,NPL,,,,
2022-10-14,NRU,,,,
2022-10-14,NZL,11804415,4297663,4133957,3372795
2022-10-14,OMN,,,,
2022-10-14,PAK,298358481,139458052,,45507117
2022-10-14,PAN,8645001,3507326,3155231,1982444
2022-10-14,PER,84874405,29930561,28280487,26663357
2022-10-14,PHL,,,,
2022-10-14,PNG,,,,
2022-10-14,POL,57161493,22793529,22567030,14629628
2022-10-14,PRT,26205271,9782807,8898160,6965143
2022-10-14,PRY,9407422,3965786,3516189,1925447
2022-10-14,PSE,,,,
2022-10-14,PYF,,,,
2022-10-14,QAT,,,,
2022-10-14,ROU,,,,
2022-10-14,RUS,,,,
2022-10-14,RWA,,,,
2022-10-14,SAU,,,,
2022-10-14,SDN,,,,
2022-10-14,SEN,,,,
2022-10-14,SGP,14711018,5136136,5092065,4426999
2022-10-14,SLB,,,,
2022-10-14,SLE,,,,
2022-10-14,SOM,,,,
2022-10-14,SSD,,,,
2022-10-14,STP,,,,
2022-10-14,SWE,,,,
2022-10-14,SWZ,,,,
2022-10-14,SXM,,,,
2022-10-14,SYC,,,,
2022-10-14,SYR,,,,
2022-10-14,TCA,,,,
2022-10-14,TCD,,,,
2022-10-14,TGO,,,,
2022-10-14,TJK,,,,
2022-10-14,TKL,,,,
2022-10-14,TKM,,,,
2022-10-14,TLS,,,,
2022-10-14,TON,,,,
2022-10-14,TUN,,,,
2022-10-14,TUR,152402737,57932679,53166929,41303129
2022-10-14,TUV,,,,
2022-10-14,TZA,,,,
2022-10-14,UGA,,,,
2022-10-14,UKR,,,,
2022-10-14,URY,8766001,3008809,2900666,2856526
2022-10-14,USA,636051522,265278783,227179340,
2022-10-14,UZB,,,,
2022-10-14,VCT,72875,37285,31406,4184
2022-10-14,VEN,,,,
2022-10-14,VNM,,,,
2022-10-14,VUT,,,,
2022-10-14,WLF,,,,
2022-10-14,WSM,,,,
2022-10-14,YEM,,,,
2022-10-14,ZAF,37708729,22356713,19428352,3763465
2022-10-14,ZMB,10447737,,6896924,
2022-10-15,ABW,,,,
2022-10-15,AFG,,,,
2022-10-15,AGO,,,,
2022-10-15,AIA,,,,
2022-10-15,ALB,,,,
2022-10-15,AND,,,,
2022-10-15,ARG,109982023,41364800,34754772,31075600
2022-10-15,ARM,,,,
2022-10-15,AUS,,,,
2022-10-15,AUT,,,,
2022-10-15,BDI,,,,
2022-10-15,BEL,28599134,9254762,9159010,10710066
2022-10-15,BEN,,,,
2022-10-15,BFA,,,,
2022-10-15,BGD,,,,
2022-10-15,BGR,4565848,,2072634,
2022-10-15,BHR,3472387,1240734,1226224,1005429
2022-10-15,BHS,,,,
2022-10-15,BLR,,,,
2022-10-15,BLZ,,,,
2022-10-15,BRA,473081752,187385383,172319279,118811893
2022-10-15,BRB,,,,
2022-10-15,BRN,,,,
2022-10-15,BTN,,,,
2022-10-15,BWA,,,,
2022-10-15,CAF,,,,
2022-10-15,CAN,91323408,33526109,31610940,26186359
2022-10-15,CHE,16147328,6093092,,4159035
2022-10-15,CHL,62450205,18073163,17684174,27267584
2022-10-15,CHN,3438202000,,,
2022-10-15,CIV,,,,
2022-10-15,CMR,,,,
2022-10-15,COD,,,,
2022-10-15,COK,,,,
2022-10-15,COL,,,,
2022-10-15,CRI,,,,
2022-10-15,CUB,42211132,10707155,9995650,8609770
2022-10-15,CUW,255837,108519,99887,47431
2022-10-15,CYM,,,,
2022-10-15,CYP,,,,
2022-10-15,CZE,18236869,6975309,6890682,4782222
2022-10-15,DEU,187029622,64825964,63511792,60809463
2022-10-15,DJI,,,,
2022-10-15,DNK,,,,
2022-10-15,DOM,,,,
2022-10-15,ECU,,,,
2022-10-15,EGY,,,,
2022-10-15,ESP,,,,
2022-10-15,EST,2064459,867336,859762,554158
2022-10-15,ETH,,,,
2022-10-15,FIN,,,,
2022-10-15,FJI,,,,
2022-10-15,FRA,150488704,54609966,53106455,43854493
2022-10-15,GAB,,,,
2022-10-15,GHA,,,,
2022-10-15,GIB,,,,
2022-10-15,GIN,,,,
2022-10-15,GMB,,,,
2022-10-15,GNB,,,,
2022-10-15,GRC,21534147,7929212,7639383,6543429
2022-10-15,GRD,,,,
2022-10-15,GTM,,,,
2022-10-15,GUY,,,,
2022-10-15,HKG,19686994,6882980,6724663,6079351
2022-10-15,HND,,,,
2022-10-15,HRV,5317293,2318954,2249105,
2022-10-15,HTI,,,,
2022-10-15,HUN,,,,
2022-10-15,IDN,,,,
2022-10-15,IND,2192779896,1026649970,949388503,216741423
2022-10-15,IRL,11078423,4105823,4060647,3153249
2022-10-15,IRN,,,,
2022-10-15,IRQ,,,,
2022-10-15,ISR,18291063,6721124,6157154,5412785
2022-10-15,ITA,141451672,50916530,47929289,44117353
2022-10-15,JAM,,,,
2022-10-15,JPN,328217117,104276916,102923279,121016922
2022-10-15,KAZ,,,,
2022-10-15,KEN,,,,
2022-10-15,KGZ,3280817,1611112,1345210,
2022-10-15,KHM,,,,
2022-10-15,KIR,,,,
2022-10-15,KNA,,,,
2022-10-15,KOR,129425156,44753122,44333549,41128873
2022-10-15,KWT,,,,
2022-10-15,LBN,,,,
2022-10-15,LBR,,,,
2022-10-15,LBY,,,,
2022-10-15,LCA,,,,
2022-10-15,LIE,71958,26759,,19799
2022-10-15,LKA,,,,
2022-10-15,LSO,,,,
2022-10-15,LTU,4508866,1955562,1879101,940438
2022-10-15,LUX,1353806,481745,,438831
2022-10-15,MAC,,,,
2022-10-15,MAR,,,,
2022-10-15,MDA,,,,
2022-10-15,MDG,,,,
2022-10-15,MDV,,,,
2022-10-15,MKD,,,,
2022-10-15,MLI,,,,
2022-10-15,MLT,1335968,478148,470982,
2022-10-15,MMR,,,,
2022-10-15,MOZ,,,,
2022-10-15,MRT,,,,
2022-10-15,MSR,,,,
2022-10-15,MUS,,,,
2022-10-15,MWI,,,,
2022-10-15,MYS,72182878,28112186,27524322,16764594
2022-10-15,NAM,,,,
2022-10-15,NCL,,,,
2022-10-15,NER,,,,
2022-10-15,NGA,,,,
2022-10-15,NIC,,,,
2022-10-15,NIU,,,,
2022-10-15,NLD,,,,
2022-10-15,NOR,12047427,4346373,4053871,3647183
2022-10-15,NPL,,,,
2022-10-15,NRU,,,,
2022-10-15,NZL,11806477,4297705,4134054,3374718
2022-10-15,OMN,,,,
2022-10-15,PAK,298462828,139462231,,45596665
2022-10-15,PAN,,,,
2022-10-15,PER,84898468,29934209,28281883,26682376
2022-10-15,PHL,,,,
2022-10-15,PNG,,,,
2022-10-15,POL,57171056,22793816,22567221,14638757
2022-10-15,PRT,,,,
2022-10-15,PRY,,,,
2022-10-15,PSE,,,,
2022-10-15,PYF,,,,
2022-10-15,QAT,,,,
2022-10-15,ROU,,,,
2022-10-15,RUS,,,,
2022-10-15,RWA,,,,
2022-10-15,SAU,,,,
2022-10-15,SDN,,,,
2022-10-15,SEN,,,,
2022-10-15,SGP,14712510,5136232,5092253,4428200
2022-10-15,SLB,,,,
2022-10-15,SLE,,,,
2022-10-15,SOM,,,,
2022-10-15,SSD,,,,
2022-10-15,STP,,,,
2022-10-15,SWE,,,,
2022-10-15,SWZ,,,,
2022-10-15,SXM,,,,
2022-10-15,SYC,,,,
2022-10-15,SYR,,,,
2022-10-15,TCA,,,,
2022-10-15,TCD,,,,
2022-10-15,TGO,,,,
2022-10-15,TJK,,,,
2022-10-15,TKL,,,,
2022-10-15,TKM,,,,
2022-10-15,TLS,,,,
2022-10-15,TON,,,,
2022-10-15,TUN,,,,
2022-10-15,TUR,152404335,57932798,53167065,41304472
2022-10-15,TUV,,,,
2022-10-15,TZA,,,,
2022-10-15,UGA,,,,
